year,county_name,eligible,total_registered,democratic_perc,republican_perc,american independent_perc,green_perc,libertarian_perc,peace and freedom_perc,unknown_perc,other_perc,no party preference_perc
2020,Nevada,78603,68954,0.3616613974533747,0.3300461177016561,0.035429416712591,0.0114859181483307,0.0125590973692606,0.0027844650056559,0.0001015169533312,0.1500855642892363,0.0958465063665632
2020,Orange,2028366,1560111,0.3356325287110981,0.3471964494834021,0.0251700039292076,0.003086959838114,0.0087391217676178,0.0025081548684676,0.0001294779666318,0.0021242078288019,0.2754130956066588
2020,Placer,276613,234732,0.2824625530392107,0.4170500826474447,0.0299831296968457,0.0038725014058585,0.0162014552766559,0.0019000391936335,0.0024283012115944,0.004051428863555,0.2420505086652011
2020,Plumas,15930,12480,0.2814102564102564,0.4230769230769231,0.0479967948717948,0.004326923076923,0.0113782051282051,0.0028044871794871,0.0,0.0003205128205128,0.2286858974358974
2020,Riverside,1481361,1035957,0.3717847362390524,0.3290841222174279,0.0307734780497646,0.0027414265263905,0.0076257991403118,0.0034895270749654,0.00331577468949,0.0046604250948639,0.2465247109677332
2020,Sacramento,1013368,765965,0.4243418432957119,0.2578577350140019,0.0302115631915296,0.0046046490374886,0.0094234070747357,0.0057065270606359,0.0025079474910733,0.0021123680585927,0.26323395977623
2020,San Benito,34253,30064,0.4539316125598723,0.2590141032464076,0.0266431612559872,0.0036921234699308,0.0076836083022884,0.0031599254922831,9.978712080894092e-05,0.0013304949441192,0.2444451836083022
2020,San Bernardino,1330247,937316,0.3898482475493857,0.2943340346265293,0.0334700357190104,0.0031888925399758,0.0075897562828331,0.004512885729039,0.0033681277178667,0.0049343017722945,0.2587537180630652
2020,San Diego,2224081,1741707,0.3598234375816369,0.2769696625207339,0.0322482484137687,0.0040184715339606,0.0093615056952748,0.0029878733908745,0.00379972061891,0.0026761102757237,0.3081149699691165
2020,San Francisco,660296,500051,0.5683780254414049,0.0663472325822766,0.0160783600072792,0.0081491687847839,0.0059653915300639,0.0027417203445248,0.0038436079519888,0.0020177941849931,0.3264786991726844
2020,San Joaquin,458818,344891,0.4161691664902824,0.2912804335282741,0.0265098248432113,0.0030009481256396,0.0069355245570339,0.0038388940273883,0.003172016666135,0.0031343235978903,0.2459588681641446
2020,San Luis Obispo,209049,172544,0.3450134458456973,0.3484154766320474,0.0306472551928783,0.0061723386498516,0.010200296735905,0.0021501761869436,0.002880424703264,0.0094005007418397,0.2451200853115727
2020,San Mateo,507576,399351,0.5030987777669268,0.1522069557857624,0.0203354943395659,0.004825329096459,0.0059922223808128,0.0023012337517622,0.0021935590495579,0.0021935590495579,0.3068528687795949
2020,Santa Barbara,294186,217417,0.4235455369175363,0.2566956585731566,0.0253568028259059,0.0051513911055713,0.007869669805029,0.0023779189299824,0.0034357938891623,0.00615407258862,0.2694131553650358
2020,Santa Clara,1208495,885764,0.4556371674622134,0.1726351488658378,0.0199285588486323,0.0038588156664754,0.0067896189052614,0.0025559855672617,8.241472897972824e-05,0.0017871577530809,0.336725132202257
2020,Santa Cruz,189838,159499,0.5458717609514793,0.1401450792794939,0.021580072602336,0.0109279682004275,0.0091035053511307,0.0032539388961686,0.0001128533721214,0.0059624198270835,0.2630424015197587
2020,Shasta,134126,101782,0.2323495313513195,0.460051875577214,0.0406260438977422,0.0038218938515651,0.0110432099978385,0.0032913481755123,5.894951956141557e-05,0.0024758798215794,0.2462812678076673
2020,Sierra,2622,2190,0.2762557077625571,0.3981735159817351,0.0561643835616438,0.0091324200913242,0.01324200913242,0.0018264840182648,0.0,0.0191780821917808,0.2260273972602739
2020,Siskiyou,34508,27566,0.3001523616048756,0.3786185881157948,0.0465428426322281,0.0077994631067256,0.012479140970761,0.0047159544366248,0.0031923383878691,0.0023942537909018,0.2441050569542189
2020,Solano,294055,231510,0.4563604163966999,0.2162930326983715,0.028327070104963,0.0037579370221588,0.0077620837112867,0.0031704893957064,0.0043842598591853,0.0059219904107813,0.2740227204008466
2020,Sonoma,349097,274292,0.5191584151196535,0.1814416752949411,0.0244010033103408,0.0107513161156723,0.0082539775130153,0.0023916118588949,0.0029676403249092,0.0041816750032811,0.2464526854592915
2020,Stanislaus,346439,248466,0.3728598681509744,0.3486472998317677,0.029102573390323,0.0027689905258667,0.0077032672478327,0.0034008677243566,0.0039522510122109,0.0090917872062978,0.22247309491037
2020,Sutter,60635,46087,0.2979365113806496,0.3903269902575563,0.0322867619936207,0.0023216959229283,0.0082886714257816,0.0033632043743354,0.0046433918458567,0.0137131946101937,0.2471195781890771
2020,Tehama,43847,33286,0.2523583488553746,0.4269062068136754,0.0480982995854112,0.003004266057802,0.0114162110196479,0.0031544793606921,0.0,0.0024034128462416,0.2526587754611548
2020,Trinity,11301,7656,0.3136102403343783,0.3239289446185998,0.0479362591431557,0.0121473354231974,0.0124085684430512,0.0050940438871473,0.0279519331243469,0.0783699059561128,0.1785527690700104
2020,Tulare,266322,169367,0.3110050954436224,0.3918768118936983,0.0312693736087903,0.0027868474968559,0.0078940997951194,0.0025624826560073,0.0034658463573187,0.0018244404163739,0.2473150023322134
2020,Tuolumne,41054,31999,0.2936341760680021,0.4122003812619144,0.0386574580455639,0.0055314228569642,0.0113128535266727,0.0027500859401856,9.37529297790556e-05,0.0011250351573486,0.2346948342135691
2020,Ventura,550773,448174,0.3980016689946316,0.2964049677134327,0.023481951206451,0.0040252223466778,0.0080325944833926,0.0026351372458018,0.0038177136558568,0.0117588258131886,0.2518419185405668
2020,Yolo,151613,113642,0.4727037538938068,0.1955175023318843,0.0272962461061931,0.0071276464687351,0.0082891888562327,0.0035814223614508,0.0037838123229087,0.004927755583323,0.2767726720754651
2020,Yuba,48389,33754,0.2682348758665639,0.3618237838478402,0.0482313207323576,0.0043846655211234,0.0116134384072998,0.0058955975588078,0.0055400841381762,0.0030218640753688,0.2912543698524619
2022,Alameda,1089154,881491,0.5566511739768188,0.1104685130080738,0.0186195888557001,0.007601892702251,0.0052864975365602,0.0030493788365394,3.4033245943520694e-05,0.0066455584912381,0.2916433633468748
2022,Alpine,939,758,0.4116094986807387,0.2704485488126649,0.0329815303430079,0.0065963060686015,0.0079155672823219,0.0026385224274406,0.0,0.0039577836411609,0.2638522427440633
2022,Amador,27117,22305,0.2879623402824479,0.4399013674064111,0.0422326832548755,0.0045729657027572,0.0132257341403272,0.0027348128222371,0.0002689979825151,0.0022864828513786,0.20681461555705
2022,Butte,171771,122741,0.3490520689908017,0.3418173226550215,0.0345524315428422,0.0076258137052818,0.0112594813469011,0.0031203917191484,0.0026234102704067,0.0097522425269469,0.2401968372426491
2022,Calaveras,36101,29591,0.2736980838768544,0.414450339630293,0.0454530093609543,0.0063532830928322,0.0151059443749788,0.0031766415464161,0.0029400831333851,0.0079078098070359,0.2309148051772498
2022,Colusa,12552,8792,0.3119881710646042,0.3939945404913558,0.0288898999090081,0.0022747952684258,0.0080755232029117,0.0023885350318471,0.0,0.0006824385805277,0.2517060964513193
2022,Contra Costa,759693,621309,0.4886312607736247,0.1986531661379442,0.0258438232827787,0.0047383829946129,0.0067454358459317,0.0026138362714848,0.0018267882808715,0.0016062860830923,0.2693410203296588
2022,Del Norte,18039,14150,0.3048763250883392,0.3559717314487632,0.0443816254416961,0.0074911660777385,0.0106007067137809,0.0058657243816254,7.06713780918728e-05,0.0081978798586572,0.2625441696113074
2022,El Dorado,141268,121192,0.287452967192554,0.4023780447554294,0.0398128589345831,0.0055779259357053,0.0140685853851739,0.0024836622879397,0.0006683609479173,0.0076325169978216,0.2399250775628754
2022,Fresno,597497,456891,0.3785476185786106,0.3323418495877572,0.0277484126410894,0.0031911331149004,0.0068397057503868,0.0034472116981949,8.973693944507552e-05,0.0093742271132502,0.238420104576365
2022,Glenn,18520,12730,0.2805970149253731,0.423095051060487,0.0380989787902592,0.0027494108405341,0.0102906520031421,0.0029065200314218,0.0,0.001885310290652,0.2403770620581304
2022,Humboldt,105521,78518,0.4385109146947197,0.2277057490002292,0.0318143610382332,0.0236251560151812,0.0104944089253419,0.0045467281387707,0.0024325632339081,0.0030184161593519,0.2578517027942637
2022,Imperial,101197,69728,0.4753327214318494,0.1838716154199174,0.0222579164754474,0.002351996328591,0.0053493575034419,0.0052489674162459,0.0055501376778338,0.0057222349701698,0.294315052776503
2022,Inyo,13689,10036,0.3029095257074531,0.3978676763650857,0.0416500597847748,0.0053806297329613,0.0100637704264647,0.0024910322837783,9.964129135113592e-05,0.0047827819848545,0.2347548824232762
2022,Kern,518711,375881,0.3353774199813238,0.3527579207249103,0.0331142036974468,0.0026045477158994,0.0086303910014073,0.0036793559663829,0.0039613601113118,0.0013807561435667,0.2584940446577507
2022,Kings,80450,52631,0.3236495601451616,0.4078014858163439,0.0262392886321749,0.0021090231992551,0.0082460907069977,0.0027930307233379,0.0046360509965609,0.0027930307233379,0.2217324390568296
2022,Lake,49469,32653,0.3783419593911739,0.266713625088047,0.0397206994763115,0.0099531436621443,0.0110250206719137,0.0050225094172051,3.062505742198267e-05,0.0015006278136771,0.2876917894221051
2022,Lassen,16571,14332,0.1997627686296399,0.4854870220485626,0.0532375104660898,0.003349148758024,0.010466089868825,0.0030700530281886,0.0003488696622941,0.005861010326542,0.2384175272118336
2022,Los Angeles,6230147,5280658,0.5008025515002108,0.1704187243332175,0.0210687758987611,0.0041680411797166,0.0059986842548788,0.0054883311890298,0.0039356837727419,0.0076073852917572,0.2805118225796861
2022,Madera,89818,57418,0.3157372252603713,0.3851405482601275,0.0311052283256121,0.0028039987460378,0.0076108537392455,0.0035528928210665,0.0031697377129123,0.0041450416245776,0.2467344735100491
2022,Marin,181925,160944,0.5556280445372304,0.1481757629983099,0.0221629883686251,0.0081705437916293,0.0063500347947112,0.0015409086390297,0.001590615369321,0.0030072571826225,0.2533738443185207
2022,Mariposa,14933,10853,0.2811204275315581,0.425412328388464,0.0384225559753063,0.0078319358702662,0.011148991062379,0.0027642126600939,0.0008292637980281,0.0127153782364323,0.2197549064774716
2022,Mendocino,64399,49411,0.4724049300762988,0.1976685353463803,0.033433850761976,0.0214122361417498,0.0103418267187468,0.0044322114508915,0.0078727408876565,0.003076238084637,0.2493574305316629
2022,Merced,160905,97584,0.4326016560091818,0.2739076078045581,0.0304455648466961,0.0032997212657812,0.0073577635677979,0.0025926381373995,0.0001639613051319,0.0011374815543531,0.2484936055090998
2022,Modoc,7392,5118,0.2159046502540054,0.4925752246971473,0.0498241500586166,0.0041031652989449,0.0087924970691676,0.0031262211801484,0.0009769441187964,0.0025400547088706,0.2221570926143024
2022,Mono,9542,6597,0.3456116416552978,0.304835531302107,0.0389571017128998,0.008033954827952,0.0100045475216007,0.00439593754737,0.0003031681067151,0.0013642564802182,0.286493860845839
2022,Monterey,244901,187350,0.4922551374432879,0.2053909794502268,0.0236882839605017,0.0051080864691753,0.0068961836135575,0.0033146517213771,0.0030584467574059,0.0009821190285561,0.2593061115559114
2022,Napa,92369,78135,0.455071350867089,0.2209637166442695,0.0299609649964804,0.0072438727842836,0.008664490945159,0.0026876559800345,0.0030332117488961,0.0041338708645293,0.2682408651692583
2022,Nevada,78603,68954,0.3616613974533747,0.3300461177016561,0.035429416712591,0.0114859181483307,0.0125590973692606,0.0027844650056559,0.0001015169533312,0.1500855642892363,0.0958465063665632
2022,Orange,2028366,1560111,0.3356325287110981,0.3471964494834021,0.0251700039292076,0.003086959838114,0.0087391217676178,0.0025081548684676,0.0001294779666318,0.0021242078288019,0.2754130956066588
2022,Placer,276613,234732,0.2824625530392107,0.4170500826474447,0.0299831296968457,0.0038725014058585,0.0162014552766559,0.0019000391936335,0.0024283012115944,0.004051428863555,0.2420505086652011
2022,Plumas,15930,12480,0.2814102564102564,0.4230769230769231,0.0479967948717948,0.004326923076923,0.0113782051282051,0.0028044871794871,0.0,0.0003205128205128,0.2286858974358974
2022,Riverside,1481361,1035957,0.3717847362390524,0.3290841222174279,0.0307734780497646,0.0027414265263905,0.0076257991403118,0.0034895270749654,0.00331577468949,0.0046604250948639,0.2465247109677332
2022,Sacramento,1013368,765965,0.4243418432957119,0.2578577350140019,0.0302115631915296,0.0046046490374886,0.0094234070747357,0.0057065270606359,0.0025079474910733,0.0021123680585927,0.26323395977623
2022,San Benito,34253,30064,0.4539316125598723,0.2590141032464076,0.0266431612559872,0.0036921234699308,0.0076836083022884,0.0031599254922831,9.978712080894092e-05,0.0013304949441192,0.2444451836083022
2022,San Bernardino,1330247,937316,0.3898482475493857,0.2943340346265293,0.0334700357190104,0.0031888925399758,0.0075897562828331,0.004512885729039,0.0033681277178667,0.0049343017722945,0.2587537180630652
2022,San Diego,2224081,1741707,0.3598234375816369,0.2769696625207339,0.0322482484137687,0.0040184715339606,0.0093615056952748,0.0029878733908745,0.00379972061891,0.0026761102757237,0.3081149699691165
2022,San Francisco,660296,500051,0.5683780254414049,0.0663472325822766,0.0160783600072792,0.0081491687847839,0.0059653915300639,0.0027417203445248,0.0038436079519888,0.0020177941849931,0.3264786991726844
2022,San Joaquin,458818,344891,0.4161691664902824,0.2912804335282741,0.0265098248432113,0.0030009481256396,0.0069355245570339,0.0038388940273883,0.003172016666135,0.0031343235978903,0.2459588681641446
2022,San Luis Obispo,209049,172544,0.3450134458456973,0.3484154766320474,0.0306472551928783,0.0061723386498516,0.010200296735905,0.0021501761869436,0.002880424703264,0.0094005007418397,0.2451200853115727
2022,San Mateo,507576,399351,0.5030987777669268,0.1522069557857624,0.0203354943395659,0.004825329096459,0.0059922223808128,0.0023012337517622,0.0021935590495579,0.0021935590495579,0.3068528687795949
2022,Santa Barbara,294186,217417,0.4235455369175363,0.2566956585731566,0.0253568028259059,0.0051513911055713,0.007869669805029,0.0023779189299824,0.0034357938891623,0.00615407258862,0.2694131553650358
2022,Santa Clara,1208495,885764,0.4556371674622134,0.1726351488658378,0.0199285588486323,0.0038588156664754,0.0067896189052614,0.0025559855672617,8.241472897972824e-05,0.0017871577530809,0.336725132202257
2022,Santa Cruz,189838,159499,0.5458717609514793,0.1401450792794939,0.021580072602336,0.0109279682004275,0.0091035053511307,0.0032539388961686,0.0001128533721214,0.0059624198270835,0.2630424015197587
2022,Shasta,134126,101782,0.2323495313513195,0.460051875577214,0.0406260438977422,0.0038218938515651,0.0110432099978385,0.0032913481755123,5.894951956141557e-05,0.0024758798215794,0.2462812678076673
2022,Sierra,2622,2190,0.2762557077625571,0.3981735159817351,0.0561643835616438,0.0091324200913242,0.01324200913242,0.0018264840182648,0.0,0.0191780821917808,0.2260273972602739
2022,Siskiyou,34508,27566,0.3001523616048756,0.3786185881157948,0.0465428426322281,0.0077994631067256,0.012479140970761,0.0047159544366248,0.0031923383878691,0.0023942537909018,0.2441050569542189
2022,Solano,294055,231510,0.4563604163966999,0.2162930326983715,0.028327070104963,0.0037579370221588,0.0077620837112867,0.0031704893957064,0.0043842598591853,0.0059219904107813,0.2740227204008466
2022,Sonoma,349097,274292,0.5191584151196535,0.1814416752949411,0.0244010033103408,0.0107513161156723,0.0082539775130153,0.0023916118588949,0.0029676403249092,0.0041816750032811,0.2464526854592915
2022,Stanislaus,346439,248466,0.3728598681509744,0.3486472998317677,0.029102573390323,0.0027689905258667,0.0077032672478327,0.0034008677243566,0.0039522510122109,0.0090917872062978,0.22247309491037
2022,Sutter,60635,46087,0.2979365113806496,0.3903269902575563,0.0322867619936207,0.0023216959229283,0.0082886714257816,0.0033632043743354,0.0046433918458567,0.0137131946101937,0.2471195781890771
2022,Tehama,43847,33286,0.2523583488553746,0.4269062068136754,0.0480982995854112,0.003004266057802,0.0114162110196479,0.0031544793606921,0.0,0.0024034128462416,0.2526587754611548
2022,Trinity,11301,7656,0.3136102403343783,0.3239289446185998,0.0479362591431557,0.0121473354231974,0.0124085684430512,0.0050940438871473,0.0279519331243469,0.0783699059561128,0.1785527690700104
2022,Tulare,266322,169367,0.3110050954436224,0.3918768118936983,0.0312693736087903,0.0027868474968559,0.0078940997951194,0.0025624826560073,0.0034658463573187,0.0018244404163739,0.2473150023322134
2022,Tuolumne,41054,31999,0.2936341760680021,0.4122003812619144,0.0386574580455639,0.0055314228569642,0.0113128535266727,0.0027500859401856,9.37529297790556e-05,0.0011250351573486,0.2346948342135691
2022,Ventura,550773,448174,0.3980016689946316,0.2964049677134327,0.023481951206451,0.0040252223466778,0.0080325944833926,0.0026351372458018,0.0038177136558568,0.0117588258131886,0.2518419185405668
2022,Yolo,151613,113642,0.4727037538938068,0.1955175023318843,0.0272962461061931,0.0071276464687351,0.0082891888562327,0.0035814223614508,0.0037838123229087,0.004927755583323,0.2767726720754651
2022,Yuba,48389,33754,0.2682348758665639,0.3618237838478402,0.0482313207323576,0.0043846655211234,0.0116134384072998,0.0058955975588078,0.0055400841381762,0.0030218640753688,0.2912543698524619
