YEAR,COUNTY,PYMT_AMT,PYMT_PCT,PYMT_PC,PYMT_PER_USER,STDZ_PYMT_AMT,STDZ_PYMT_PCT,STDZ_PYMT_PC,STDZ_PYMT_PER_USER,USER_CNT,USER_PCT,VISITS_PER_1000,AVG_AGE,FEML_PCT,MALE_PCT,RACE_WHT_PCT,RACE_BLACK_PCT,RACE_HSPNC_PCT,RACE_OTHR_PCT,DUAL_PCT
2016,Inyo,559119.54,0.0135,137.95,26624.74,479262.23,0.0151,118.25,22822.01,21,0.0052,630.8907,73.0,0.5292,0.4708,,,,,0.1828
2016,Kern,27877899.22,0.0401,463.17,26626.46,25082989.38,0.0433,416.74,23957.01,1047,0.0174,2408.7624,69.0,0.5199,0.4801,0.6197,0.0522,0.2698,0.0583,0.3883
2016,Kings,5888384.39,0.0464,470.96,24433.13,5585453.89,0.0516,446.73,23176.16,241,0.0193,2757.2583,71.0,0.5388,0.4612,0.5459,0.0415,0.3554,0.0572,0.35
2016,Lake,3491088.56,0.0208,230.71,26052.9,2935558.95,0.0232,194.0,21907.16,134,0.0089,1071.3058,70.0,0.5158,0.4842,0.8682,0.0235,0.0656,0.0428,0.3255
2016,Lassen,355690.22,0.0096,80.78,20922.95,340976.41,0.0106,77.44,20057.44,17,0.0039,583.6929,70.0,0.5146,0.4854,0.8978,0.0089,0.0418,0.0516,0.238
2016,Los Angeles,298694154.02,0.0359,518.72,26444.81,263782081.58,0.0388,458.09,23353.88,11295,0.0196,2628.1839,72.0,0.5529,0.4471,0.5221,0.0894,0.2027,0.1859,0.4033
2016,Madera,3784234.42,0.0291,275.06,21379.86,4114583.31,0.0368,299.07,23246.23,177,0.0129,1726.9225,71.0,0.5132,0.4868,0.638,0.0307,0.2862,0.0451,0.3284
2016,Marin,3708890.2,0.0123,125.06,33115.09,2722711.32,0.0124,91.81,24309.92,112,0.0038,488.721,74.0,0.5528,0.4472,0.8671,0.0178,0.0387,0.0764,0.1355
2016,Mariposa,280233.21,0.0074,68.27,20016.66,239242.14,0.0078,58.28,17088.72,14,0.0034,412.4239,72.0,0.5267,0.4733,0.9174,0.0051,0.0375,0.04,0.1647
2016,Mendocino,3542998.99,0.0206,189.49,28343.99,2878589.55,0.0225,153.95,23028.72,125,0.0067,914.6433,70.0,0.5225,0.4775,0.8619,0.008,0.0665,0.0636,0.2847
2016,Merced,12044318.75,0.0405,431.31,27126.84,10223990.19,0.0441,366.12,23027.0,444,0.0159,2083.2229,71.0,0.5342,0.4658,0.5379,0.0467,0.3414,0.0739,0.3773
2016,Modoc,,,,,,,,,0,,,71.0,0.5127,0.4873,,,,,0.2432
2016,Mono,,,,,,,,,0,,,72.0,0.4826,0.5174,,,,,0.1201
2016,Monterey,17504353.86,0.0325,326.71,32718.42,13310405.6,0.0331,248.44,24879.26,535,0.01,1467.9433,73.0,0.5484,0.4516,0.5957,0.0281,0.2824,0.0938,0.239
2016,Napa,3201030.44,0.0191,205.44,28079.21,2455016.3,0.0195,157.56,21535.23,114,0.0073,894.166,72.0,0.5107,0.4893,0.7749,0.0198,0.144,0.0613,0.2357
2016,Nevada,2085561.11,0.0112,94.18,27441.59,1745802.22,0.0118,78.84,22971.08,76,0.0034,474.6895,72.0,0.5264,0.4736,0.93,0.0031,0.0299,0.037,0.1421
2016,Orange,50950591.26,0.0227,265.7,24343.33,46698031.36,0.0244,243.52,22311.53,2093,0.0109,1439.8333,74.0,0.5551,0.4449,0.6807,0.0125,0.0946,0.2123,0.2281
2016,Placer,6724412.74,0.0193,192.04,31276.34,5131073.86,0.0189,146.54,23865.46,215,0.0061,845.1851,72.0,0.5419,0.4581,0.8714,0.0125,0.0558,0.0603,0.1438
2016,Plumas,301369.57,0.0065,58.64,21526.4,287039.65,0.0073,55.86,20502.83,14,0.0027,352.5978,71.0,0.5118,0.4882,0.9296,0.0045,0.0307,0.0352,0.1794
2016,Riverside,42954710.25,0.0315,356.98,25954.51,39436925.85,0.0341,327.75,23828.96,1655,0.0138,1946.0724,72.0,0.5252,0.4748,0.7019,0.0571,0.1743,0.0667,0.2178
2016,Sacramento,47103039.42,0.0458,500.81,32350.99,35959801.99,0.0479,382.34,24697.67,1456,0.0155,2140.3358,69.0,0.5347,0.4653,0.6344,0.1113,0.1072,0.147,0.3664
2016,San Benito,2248509.29,0.031,340.58,32587.09,1636600.59,0.0318,247.89,23718.85,69,0.0105,1499.6971,72.0,0.5341,0.4659,0.5759,0.0059,0.3782,0.04,0.2219
2016,San Bernardino,48885949.33,0.0461,569.01,26367.83,44937179.0,0.0518,523.05,24237.96,1854,0.0216,3083.7931,69.0,0.5169,0.4831,0.5736,0.0976,0.2433,0.0855,0.3512
2016,San Diego,70694563.34,0.0315,342.3,26727.62,63971687.05,0.0336,309.75,24185.89,2645,0.0128,1844.4633,72.0,0.533,0.467,0.69,0.043,0.1477,0.1192,0.209
2016,San Francisco,23086260.21,0.0297,335.48,30905.3,16883580.07,0.0333,245.35,22601.85,747,0.0109,1422.5823,72.0,0.5259,0.4741,0.4354,0.0881,0.1012,0.3753,0.5201
2016,San Joaquin,24931525.89,0.0441,461.05,27887.61,21321051.85,0.0486,394.29,23849.05,894,0.0165,2237.1891,70.0,0.5361,0.4639,0.5801,0.0741,0.2234,0.1223,0.3309
2016,San Luis Obispo,5267089.22,0.013,110.9,25201.38,4517845.38,0.0131,95.13,21616.49,209,0.0044,625.3974,73.0,0.5388,0.4612,0.8725,0.0073,0.0798,0.0404,0.1385
2016,San Mateo,15699270.52,0.0281,294.7,32369.63,11519348.21,0.029,216.24,23751.23,485,0.0091,1308.5861,74.0,0.553,0.447,0.6589,0.0296,0.1119,0.1996,0.1179
2016,Santa Barbara,12673246.31,0.0244,225.19,27976.26,10908520.15,0.0248,193.84,24080.62,453,0.008,1160.6873,73.0,0.5435,0.4565,0.7305,0.0187,0.1933,0.0576,0.2165
2016,Santa Clara,54982453.11,0.0435,488.94,34998.38,39572555.06,0.0446,351.9,25189.4,1571,0.014,2147.5905,73.0,0.545,0.455,0.5606,0.0241,0.1307,0.2846,0.2613
2016,Santa Cruz,8038323.97,0.0228,219.18,34351.81,5663178.1,0.0221,154.42,24201.62,234,0.0064,943.8309,72.0,0.5414,0.4586,0.7726,0.008,0.1622,0.0572,0.2148
2016,Shasta,5215082.01,0.0129,124.36,25439.42,4213049.88,0.0131,100.47,20551.46,205,0.0049,585.3246,70.0,0.5283,0.4717,0.9121,0.007,0.0367,0.0442,0.2449
2016,Sierra,,,,,,,,,0,,,72.0,0.5343,0.4657,,,,,0.203
2016,Siskiyou,1294975.82,0.0141,115.62,26978.66,1129136.09,0.0154,100.82,23523.67,48,0.0043,696.4286,71.0,0.5125,0.4875,0.8889,0.0118,0.0399,0.0594,0.2293
2016,Solano,18004761.07,0.0483,522.54,33157.94,13439340.46,0.0494,390.04,24750.17,543,0.0158,2272.6376,70.0,0.5457,0.4543,0.5262,0.1656,0.1501,0.1582,0.2998
2016,Sonoma,11436014.7,0.0217,231.69,32305.13,8386655.76,0.0216,169.91,23691.12,354,0.0072,1016.795,72.0,0.5514,0.4486,0.8421,0.0126,0.0865,0.0588,0.2245
2016,Stanislaus,21212654.66,0.0505,540.86,28550.01,18244982.63,0.0542,465.2,24555.83,743,0.0189,2679.6022,69.0,0.5298,0.4702,0.6513,0.0311,0.2448,0.0728,0.4126
2016,Sutter,3513401.24,0.0236,236.24,23267.56,3169941.71,0.0267,213.15,20992.99,151,0.0102,1172.9424,71.0,0.5403,0.4597,0.7015,0.0209,0.1368,0.1408,0.2916
2016,Tehama,2204971.46,0.0182,164.99,25940.84,1892712.59,0.0197,141.63,22267.21,85,0.0064,799.3116,71.0,0.5274,0.4726,0.8809,0.0055,0.076,0.0376,0.251
2016,Trinity,,,,,,,,,0,,,71.0,0.4809,0.5191,,,,,0.2249
2016,Tulare,17729725.55,0.0383,386.25,22189.89,17963833.57,0.0451,391.35,22482.9,799,0.0174,2448.5208,71.0,0.53,0.47,0.5828,0.0136,0.3551,0.0485,0.3921
2016,Tuolumne,1499542.2,0.0113,109.68,26777.54,1267070.05,0.0125,92.68,22626.25,56,0.0041,512.4342,72.0,0.5327,0.4673,0.9182,0.0032,0.0462,0.0324,0.1601
2016,Ventura,24957669.22,0.0262,296.42,26298.91,21962814.5,0.0271,260.85,23143.11,949,0.0113,1480.9373,72.0,0.5488,0.4512,0.6857,0.0175,0.2135,0.0833,0.2369
2016,Yolo,2864019.85,0.0217,203.19,22551.34,2170015.59,0.0223,153.96,17086.74,127,0.009,885.917,71.0,0.5388,0.4612,0.6612,0.0281,0.2055,0.1052,0.3612
2016,Yuba,2460596.1,0.0238,241.45,24854.51,2210753.92,0.027,216.93,22330.85,99,0.0097,1198.4104,69.0,0.5241,0.4759,0.7824,0.0262,0.1235,0.0679,0.3292
2016,nan,,,,,,,,,0,,,,,,,,,,
2017,Alameda,49273962.59,0.0389,476.07,33935.24,35377168.11,0.0398,341.81,24364.44,1452,0.014,1989.9518,71.0,0.5424,0.4576,0.4406,0.1576,0.1221,0.2797,0.4057
2017,Alpine,,,,,,,,,0,,,71.0,0.5634,0.4366,,,,,0.1925
2017,Amador,615709.23,0.0081,77.68,22804.05,478738.59,0.0083,60.4,17731.06,27,0.0034,376.861,72.0,0.5279,0.4721,0.9186,0.0032,0.0442,0.0341,0.1318
2017,Butte,7321189.8,0.0153,161.43,24162.34,6734192.88,0.0169,148.48,22225.06,303,0.0067,839.746,71.0,0.538,0.462,0.885,0.0113,0.0607,0.043,0.2457
2017,Calaveras,1424064.32,0.0141,137.38,26869.14,1185859.23,0.0153,114.4,22374.7,53,0.0051,792.977,72.0,0.5168,0.4832,0.9112,0.0055,0.0493,0.034,0.1468
2017,Colusa,834496.12,0.0308,280.41,20353.56,731470.41,0.0345,245.79,17840.74,41,0.0138,1535.2823,72.0,0.5101,0.4899,0.6351,0.0108,0.3044,0.0497,0.2964
2017,Contra Costa,33139339.51,0.0355,422.93,33205.75,23840408.47,0.0353,304.25,23888.18,998,0.0127,1690.6339,72.0,0.5497,0.4503,0.64,0.0957,0.1183,0.1461,0.2693
2017,Del Norte,409663.66,0.0093,78.22,21561.25,359956.65,0.01,68.73,18945.09,19,0.0036,467.6341,70.0,0.5177,0.4823,0.8696,0.0029,0.0485,0.0791,0.2981
2017,El Dorado,3259147.43,0.0137,134.01,28340.41,2536056.44,0.0141,104.28,22052.66,115,0.0047,610.7319,72.0,0.5203,0.4797,0.9014,0.0059,0.0478,0.0449,0.1597
2017,Fresno,30169161.12,0.0363,390.68,24468.09,28756661.64,0.0404,372.39,23322.52,1233,0.016,2195.8121,71.0,0.529,0.471,0.5737,0.0447,0.2904,0.0911,0.356
2017,Glenn,1134389.3,0.0222,225.57,23633.11,1045679.21,0.0246,207.93,21784.98,48,0.0095,1186.5182,72.0,0.5232,0.4768,0.7769,0.0066,0.1678,0.0487,0.2764
2017,Humboldt,2895576.95,0.0139,116.51,26810.9,2469685.73,0.0154,99.37,22867.46,108,0.0043,548.7466,70.0,0.5257,0.4743,0.885,0.0075,0.0324,0.0752,0.2473
2017,Imperial,12456113.57,0.0471,531.93,23771.21,13126303.03,0.0572,560.55,25050.2,524,0.0224,3179.2288,72.0,0.5123,0.4877,0.234,0.0132,0.722,0.0308,0.5145
2017,Inyo,604069.14,0.0136,147.01,22372.93,520700.42,0.0158,126.72,19285.2,27,0.0066,680.9443,73.0,0.5249,0.4751,,,,,0.1806
2017,Kern,28028388.4,0.0389,459.53,25205.39,25537149.78,0.042,418.69,22965.06,1112,0.0182,2441.7392,69.0,0.5195,0.4805,0.6202,0.052,0.2658,0.062,0.3856
2017,Kings,5754627.34,0.0442,458.87,24592.42,5475345.21,0.0492,436.6,23398.91,234,0.0187,2680.3285,71.0,0.5384,0.4616,0.5449,0.0396,0.3533,0.0622,0.3471
2017,Lake,3356083.72,0.0189,221.35,24496.96,2851165.3,0.0211,188.05,20811.43,137,0.009,1001.0553,70.0,0.5166,0.4834,0.8668,0.023,0.0668,0.0434,0.3283
2017,Lassen,148821.96,0.0038,33.12,13529.27,148545.65,0.0044,33.05,13504.15,11,0.0024,197.8193,70.0,0.51,0.49,0.8963,0.0093,0.0416,0.0527,0.2283
2017,Los Angeles,300290073.05,0.0348,520.14,26433.99,260074985.34,0.0369,450.48,22893.92,11360,0.0197,2591.0339,73.0,0.5528,0.4472,0.5225,0.0876,0.1965,0.1933,0.4036
2017,Madera,3747066.88,0.0287,272.97,21912.67,4018079.76,0.0356,292.71,23497.54,171,0.0125,1799.2278,71.0,0.5141,0.4859,0.6318,0.0297,0.2885,0.05,0.3256
2017,Marin,3541944.29,0.0114,120.94,33102.28,2562497.79,0.0115,87.5,23948.58,107,0.0037,453.459,74.0,0.5521,0.4479,0.8619,0.0177,0.0388,0.0816,0.1404
2017,Mariposa,263773.85,0.0072,64.46,21981.15,225273.22,0.0075,55.05,18772.77,12,0.0029,285.9238,72.0,0.5215,0.4785,0.9147,0.0046,0.0376,0.043,0.1598
2017,Mendocino,3326461.4,0.0182,175.17,29437.71,2731198.11,0.0201,143.82,24169.89,113,0.006,821.3797,70.0,0.5245,0.4755,0.8607,0.0076,0.0661,0.0656,0.2819
2017,Merced,12514757.62,0.039,434.81,26798.2,10699134.91,0.0429,371.73,22910.35,467,0.0162,2138.4546,71.0,0.5317,0.4683,0.5358,0.0466,0.3399,0.0778,0.372
2017,Modoc,,,,,,,,,0,,,71.0,0.5069,0.4931,,,,,0.2383
2017,Mono,,,,,,,,,0,,,72.0,0.48,0.52,,,,,0.1136
2017,Monterey,17902428.7,0.0312,333.48,32083.21,13106839.12,0.0315,244.15,23488.96,558,0.0104,1427.334,73.0,0.5456,0.4544,0.5939,0.0276,0.2811,0.0973,0.2433
2017,Napa,3200282.28,0.019,207.14,26448.61,2446072.75,0.0193,158.32,20215.48,121,0.0078,894.8867,72.0,0.5103,0.4897,0.7696,0.0199,0.1446,0.0659,0.2355
2017,Nevada,2185676.47,0.0112,96.88,27666.79,1852931.25,0.0121,82.13,23454.83,79,0.0035,484.553,72.0,0.525,0.475,0.9292,0.0027,0.0294,0.0387,0.1387
2017,Orange,63237650.65,0.026,317.89,25571.23,57011647.55,0.0275,286.59,23053.64,2473,0.0124,1658.8147,74.0,0.5561,0.4439,0.6603,0.0128,0.0963,0.2306,0.2561
2017,Placer,6254517.04,0.0171,176.82,30361.73,4703413.03,0.0167,132.97,22832.1,206,0.0058,777.3663,72.0,0.5434,0.4566,0.8685,0.0126,0.0553,0.0636,0.1451
2017,Plumas,321142.72,0.0072,61.96,21409.51,307260.7,0.008,59.28,20484.05,15,0.0029,385.8769,71.0,0.5088,0.4912,0.9265,0.0042,0.0313,0.038,0.1833
2017,Riverside,42877875.67,0.0303,354.39,24871.16,39315555.09,0.0327,324.94,22804.85,1724,0.0142,1916.2424,72.0,0.5249,0.4751,0.7019,0.0577,0.1678,0.0726,0.2167
2017,Sacramento,49413523.21,0.0449,516.25,32745.87,37237442.79,0.047,389.04,24676.9,1509,0.0158,2157.1629,69.0,0.5358,0.4642,0.6333,0.1107,0.1058,0.1502,0.3637
2017,San Benito,2524220.66,0.0343,378.44,34578.37,1817060.85,0.0346,272.42,24891.24,73,0.0109,1761.919,72.0,0.5343,0.4657,0.5811,0.0069,0.3678,0.0442,0.2243
2017,San Bernardino,47939290.15,0.0441,561.75,25955.22,44028169.18,0.0492,515.92,23837.67,1847,0.0216,3045.1142,69.0,0.517,0.483,0.5758,0.0971,0.2343,0.0929,0.3501
2017,San Diego,73530310.4,0.0317,353.57,27622.21,64967430.12,0.0332,312.39,24405.5,2662,0.0128,1857.6079,72.0,0.5329,0.4671,0.6886,0.0429,0.1427,0.1259,0.2057
2017,San Francisco,21918021.11,0.0281,321.98,32811.41,15827611.35,0.0313,232.51,23694.03,668,0.0098,1379.6072,72.0,0.5234,0.4766,0.425,0.0861,0.0997,0.3893,0.5295
2017,San Joaquin,25620125.66,0.0425,468.67,28593.89,20859132.61,0.0447,381.57,23280.28,896,0.0164,2142.4834,71.0,0.5345,0.4655,0.575,0.0759,0.2218,0.1273,0.3299
2017,San Luis Obispo,5206694.39,0.012,106.14,25032.18,4485272.21,0.0122,91.43,21563.81,208,0.0042,620.1688,72.0,0.5348,0.4652,0.8692,0.0078,0.0805,0.0425,0.1511
2017,San Mateo,16427419.64,0.029,309.9,31713.17,11933574.77,0.0297,225.12,23037.79,518,0.0098,1379.6336,74.0,0.5524,0.4476,0.646,0.028,0.1116,0.2144,0.1274
2017,Santa Barbara,12289173.06,0.0227,217.63,26949.94,10633028.06,0.0233,188.31,23318.04,456,0.0081,1101.8117,73.0,0.5447,0.4553,0.7284,0.0183,0.1911,0.0622,0.2062
2017,Santa Clara,55615682.82,0.0411,483.79,34565.37,39894224.67,0.0423,347.03,24794.42,1609,0.014,2085.9618,73.0,0.5455,0.4545,0.5461,0.0243,0.129,0.3007,0.273
2017,Santa Cruz,8526784.95,0.0216,213.47,34107.14,5974946.19,0.0211,149.58,23899.78,250,0.0063,892.4745,72.0,0.5419,0.4581,0.7723,0.0079,0.1592,0.0607,0.2027
2017,Shasta,5826835.92,0.0138,132.54,27101.56,4701208.27,0.014,106.94,21866.08,215,0.0049,608.5117,70.0,0.5284,0.4716,0.9116,0.0075,0.0364,0.0445,0.2366
2017,Sierra,,,,,,,,,0,,,72.0,0.5424,0.4576,,,,,0.2145
2017,Siskiyou,1026630.99,0.0112,91.07,27016.61,897481.63,0.012,79.61,23617.94,38,0.0034,513.794,71.0,0.5113,0.4887,0.8891,0.0108,0.0384,0.0617,0.2353
2017,Solano,19628165.8,0.051,565.18,32604.93,14363785.46,0.0515,413.6,23860.11,602,0.0173,2399.4932,70.0,0.5454,0.4546,0.5274,0.1604,0.1493,0.1629,0.2998
2017,Sonoma,10986147.74,0.0206,225.4,32029.59,8218028.47,0.021,168.61,23959.27,343,0.007,987.8952,72.0,0.551,0.449,0.8373,0.0127,0.0873,0.0627,0.225
2017,Stanislaus,20554665.76,0.0476,522.12,28587.85,17780320.52,0.0515,451.64,24729.24,719,0.0183,2546.2812,69.0,0.5304,0.4696,0.6509,0.0313,0.2397,0.0782,0.4083
2017,Sutter,3741288.25,0.0249,250.61,24613.74,3366383.46,0.0281,225.49,22147.26,152,0.0102,1226.0031,71.0,0.5401,0.4599,0.696,0.0222,0.1369,0.1449,0.2974
2017,Tehama,2508641.79,0.0201,187.1,26687.68,2179477.78,0.0221,162.55,23185.93,94,0.007,956.8168,71.0,0.5272,0.4728,0.8766,0.0059,0.0774,0.0401,0.2475
2017,Trinity,,,,,,,,,0,,,71.0,0.4852,0.5148,,,,,0.224
2017,Tulare,18051665.01,0.0383,391.97,22341.17,18407750.07,0.0454,399.7,22781.87,808,0.0175,2462.8262,71.0,0.5276,0.4724,0.578,0.0135,0.3556,0.0529,0.3945
2017,Tuolumne,1567151.93,0.0116,113.98,25691.02,1343713.19,0.0132,97.73,22028.09,61,0.0044,570.3688,72.0,0.5306,0.4694,0.9169,0.0033,0.0459,0.0339,0.1558
2017,Ventura,22680787.09,0.0232,269.13,26527.24,19427475.71,0.0235,230.52,22722.19,855,0.0101,1317.5993,73.0,0.5494,0.4506,0.6912,0.0176,0.2025,0.0886,0.2318
2017,Yolo,4698359.55,0.0326,322.47,33321.7,3518468.75,0.0334,241.49,24953.68,141,0.0097,1334.3857,71.0,0.538,0.462,0.6553,0.0288,0.2085,0.1075,0.3586
2017,Yuba,2267640.59,0.0207,220.69,23621.26,2025467.54,0.0234,197.13,21098.62,96,0.0093,1048.9538,69.0,0.5233,0.4767,0.7819,0.0267,0.1226,0.0688,0.3335
2017,nan,,,,,,,,,0,,,,,,,,,,
2018,Alameda,53555003.58,0.041,511.01,36807.56,40440908.43,0.0435,385.88,27794.44,1455,0.0139,2020.7151,72.0,0.5413,0.4587,0.4321,0.1538,0.1267,0.2873,0.406
2018,Alpine,,,,,,,,,0,,,71.0,0.5405,0.4595,,,,,0.1757
2018,Amador,828475.08,0.0102,103.04,29588.4,651848.53,0.0105,81.08,23280.3,28,0.0035,506.4677,72.0,0.533,0.467,0.9121,0.0037,0.0479,0.0363,0.1356
2018,Butte,7266405.67,0.015,160.08,25496.16,6766669.54,0.0165,149.07,23742.7,285,0.0063,789.8134,71.0,0.537,0.463,0.8788,0.0111,0.0652,0.0449,0.2456
2018,Calaveras,1467683.36,0.0138,139.46,28778.11,1255321.32,0.0153,119.28,24614.14,51,0.0048,687.8563,72.0,0.5182,0.4818,0.9062,0.0059,0.0517,0.0362,0.1419
2018,Colusa,1031230.34,0.0359,340.0,30330.3,892122.66,0.0384,294.14,26238.9,34,0.0112,1617.5404,72.0,0.5094,0.4906,0.6238,0.0122,0.3201,0.0439,0.303
2018,Contra Costa,35892163.22,0.037,453.62,35820.52,26991179.29,0.0378,341.13,26937.3,1002,0.0127,1780.2184,72.0,0.5495,0.4505,0.6281,0.0951,0.1255,0.1513,0.2685
2018,Del Norte,422730.23,0.0088,79.52,23485.01,369559.77,0.0095,69.52,20531.1,18,0.0034,450.5267,70.0,0.5203,0.4797,0.8676,0.003,0.051,0.0784,0.2976
2018,El Dorado,3666105.73,0.0144,145.82,29328.85,2940323.04,0.0151,116.95,23522.58,125,0.005,624.2393,72.0,0.5209,0.4791,0.897,0.0059,0.0494,0.0477,0.1597
2018,Fresno,31665021.72,0.0371,406.18,26654.06,30487945.4,0.0413,391.08,25663.25,1188,0.0152,2147.169,71.0,0.528,0.472,0.5647,0.0448,0.3005,0.0899,0.3502
2018,Glenn,1219120.18,0.0225,235.72,29026.67,1153004.13,0.0251,222.93,27452.48,42,0.0081,1236.4656,72.0,0.5222,0.4778,0.767,0.0073,0.1819,0.0437,0.2755
2018,Humboldt,3015272.51,0.0133,119.54,27164.62,2634255.8,0.0147,104.43,23732.03,111,0.0044,545.9087,70.0,0.5268,0.4732,0.8834,0.0073,0.0346,0.0746,0.2458
2018,Imperial,13626274.41,0.0538,658.91,24865.46,14266528.96,0.0639,689.87,26033.81,548,0.0265,3655.8027,72.0,0.5138,0.4862,0.2319,0.0131,0.7274,0.0277,0.5391
2018,Inyo,814518.79,0.017,196.03,27150.63,703000.48,0.0196,169.19,23433.35,30,0.0072,881.5884,73.0,0.5196,0.4804,,,,,0.1832
2018,Kern,28897741.28,0.0388,468.23,28110.64,26495932.71,0.0416,429.31,25774.25,1028,0.0167,2253.6254,69.0,0.521,0.479,0.6076,0.0523,0.2791,0.0609,0.384
2018,Kings,5274172.74,0.0399,421.53,23545.41,5121263.78,0.0446,409.31,22862.78,224,0.0179,2367.0077,71.0,0.538,0.462,0.5329,0.0396,0.3662,0.0613,0.3464
2018,Lake,3478947.65,0.0198,229.68,26761.14,3000517.35,0.0218,198.09,23080.9,130,0.0086,1017.4292,70.0,0.5182,0.4818,0.8625,0.0232,0.0707,0.0436,0.3258
2018,Lassen,252002.83,0.0064,54.18,19384.83,256319.19,0.0076,55.11,19716.86,13,0.0028,426.7899,70.0,0.5119,0.4881,0.8901,0.0092,0.0456,0.055,0.2301
2018,Los Angeles,316561180.67,0.0354,551.27,28229.1,278993307.42,0.038,485.84,24879.02,11214,0.0195,2575.3025,73.0,0.554,0.446,0.5082,0.0871,0.2072,0.1976,0.4095
2018,Madera,3857764.32,0.0288,280.73,22044.37,4183217.21,0.0358,304.41,23904.1,175,0.0127,1740.2125,71.0,0.5126,0.4874,0.6163,0.0298,0.304,0.05,0.3256
2018,Marin,3799796.43,0.0118,128.18,36891.23,2843877.32,0.0121,95.93,27610.46,103,0.0035,449.2646,74.0,0.5514,0.4486,0.8584,0.0175,0.0396,0.0845,0.1379
2018,Mariposa,248458.14,0.0063,60.82,22587.1,213452.79,0.0066,52.25,19404.8,11,0.0027,249.2044,72.0,0.5222,0.4778,0.9148,0.0039,0.0387,0.0426,0.1647
2018,Mendocino,3430912.95,0.018,176.76,29324.04,2828692.28,0.0193,145.73,24176.86,117,0.006,812.0556,71.0,0.5234,0.4766,0.8562,0.0073,0.0698,0.0667,0.2779
2018,Merced,12782301.15,0.0393,438.71,29520.33,11058515.17,0.043,379.55,25539.3,433,0.0149,1997.0826,71.0,0.5302,0.4698,0.5225,0.0446,0.3567,0.0762,0.3667
2018,Modoc,,,,,,,,,0,,,71.0,0.5089,0.4911,,,,,0.24
2018,Mono,,,,,,,,,0,,,72.0,0.4788,0.5212,,,,,0.1165
2018,Monterey,18456592.52,0.0311,342.02,34889.59,13698493.48,0.0317,253.85,25895.07,529,0.0098,1418.8611,73.0,0.5446,0.4554,0.5827,0.0277,0.2943,0.0953,0.2434
2018,Napa,3186280.19,0.0179,205.67,30059.25,2549125.62,0.0186,164.54,24048.35,106,0.0068,842.5639,72.0,0.5108,0.4892,0.7607,0.0201,0.1547,0.0645,0.2439
2018,Nevada,2255390.22,0.011,97.68,29290.78,1936672.45,0.0118,83.88,25151.59,77,0.0033,502.1006,72.0,0.5264,0.4736,0.927,0.0028,0.0306,0.0396,0.1386
